split,event_id,semantic_type,run,seed,method,status,selected_option_id,selected_candidate_id,selected_value,reason,candidate_order,runtime_ms,response_mode,prompt_eval_count,eval_count,done_reason,raw_content,policy_loaded,applicable_rule,allowed_values,survivor_count,decision_path,qwen_called,oracle_candidate_id,oracle_value,oracle_correct,audit_class,audit_confidence,audit_explanation,reason_oracle_mentions,reason_oracle_positive,reason_oracle_negative,reason_oracle_score,reason_selected_mentions,reason_selected_positive,reason_selected_negative,reason_selected_score,oracle_excerpts,selected_excerpts
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,DIRECT_FREE,SELECTED,OPTION_A,CAND_003,24,DOC_E34_TERMS 生效日期为 2026-08-01，适用于本案。根据第五条投保记录勾选长期照护附加责任，第三条例外规则规定此时保险期限调整为 24 个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制（同时选择费用垫付则按 18 个月）不适用。第七条要求综合读取附加责任选择和否定确认，故最终值为 24。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3561,json_schema,671,125,stop,"{
  ""abstain"": false,
  ""value"": ""24"",
  ""reason"": ""DOC_E34_TERMS 生效日期为 2026-08-01，适用于本案。根据第五条投保记录勾选长期照护附加责任，第三条例外规则规定此时保险期限调整为 24 个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制（同时选择费用垫付则按 18 个月）不适用。第七条要求综合读取附加责任选择和否定确认，故最终值为 24。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,5,1,9,2,5,1,9,五条投保记录勾选长期照护附加责任，第三条例外规则规定此时保险期限调整为 24 个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制（同时选择费 || 8 个月）不适用。第七条要求综合读取附加责任选择和否定确认，故最终值为 24。,五条投保记录勾选长期照护附加责任，第三条例外规则规定此时保险期限调整为 24 个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制（同时选择费 || 8 个月）不适用。第七条要求综合读取附加责任选择和否定确认，故最终值为 24。
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,VALUE_ENUM,SELECTED,OPTION_A,CAND_003,24,DOC_E34_TERMS 生效日期为 2026-08-01，满足适用条件。投保记录勾选长期照护附加责任（触发第三条调整为 24 个月），核保确认未选择费用垫付责任（不触发第四条例外限制）。依据第七条跨句指代规则，综合附加责任选择与否定确认后，确定保险期限为 24 个月。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3237,json_schema,675,113,stop,"{
  ""abstain"": false,
  ""value"": ""24"",
  ""reason"": ""DOC_E34_TERMS 生效日期为 2026-08-01，满足适用条件。投保记录勾选长期照护附加责任（触发第三条调整为 24 个月），核保确认未选择费用垫付责任（不触发第四条例外限制）。依据第七条跨句指代规则，综合附加责任选择与否定确认后，确定保险期限为 24 个月。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,5,0,12,2,5,0,12,8-01，满足适用条件。投保记录勾选长期照护附加责任（触发第三条调整为 24 个月），核保确认未选择费用垫付责任（不触发第四条例外限制）。依据第七条 || 。依据第七条跨句指代规则，综合附加责任选择与否定确认后，确定保险期限为 24 个月。,8-01，满足适用条件。投保记录勾选长期照护附加责任（触发第三条调整为 24 个月），核保确认未选择费用垫付责任（不触发第四条例外限制）。依据第七条 || 。依据第七条跨句指代规则，综合附加责任选择与否定确认后，确定保险期限为 24 个月。
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_VALUE_ONLY,SELECTED,OPTION_A,CAND_003,24,根据DOC_E34_TERMS条款：1. 适用条件满足（2026-08-01后投保产品A）；2. 一般规则为12个月，但第三条例外规则规定选择长期照护附加责任时调整为24个月；3. 第四条例外限制指出该调整不适用于同时选择费用垫付责任的方案；4. 案件上下文显示投保记录选择了长期照护附加责任，核保确认未选择费用垫付责任。因此，条件满足第三条例外规则，不适用其,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3991,json_schema,767,139,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""根据DOC_E34_TERMS条款：1. 适用条件满足（2026-08-01后投保产品A）；2. 一般规则为12个月，但第三条例外规则规定选择长期照护附加责任时调整为24个月；3. 第四条例外限制指出该调整不适用于同时选择费用垫付责任的方案；4. 案件上下文显示投保记录选择了长期照护附加责任，核保确认未选择费用垫付责任。因此，条件满足第三条例外规则，不适用其""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,1,3,1,4,1,3,1,4,. 一般规则为12个月，但第三条例外规则规定选择长期照护附加责任时调整为24个月；3. 第四条例外限制指出该调整不适用于同时选择费用垫付责任的方案；,. 一般规则为12个月，但第三条例外规则规定选择长期照护附加责任时调整为24个月；3. 第四条例外限制指出该调整不适用于同时选择费用垫付责任的方案；
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_FORMAL_OPERATION,SELECTED,OPTION_A,CAND_003,24,文档DOC_E34_TERMS生效日期2026-08-01，适用条件满足（投保产品A且选长期照护）。一般规则为12个月。例外规则规定选择长期照护附加责任时调整为24个月。例外限制规定同时选择费用垫付责任才按18个月处理。案件上下文显示选择了长期照护但未选择费用垫付，故适用例外规则中的24个月，排除OPTION_B（基础保障）和OPTION_C（费用垫付情形）,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4038,json_schema,1243,134,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E34_TERMS生效日期2026-08-01，适用条件满足（投保产品A且选长期照护）。一般规则为12个月。例外规则规定选择长期照护附加责任时调整为24个月。例外限制规定同时选择费用垫付责任才按18个月处理。案件上下文显示选择了长期照护但未选择费用垫付，故适用例外规则中的24个月，排除OPTION_B（基础保障）和OPTION_C（费用垫付情形）""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,4,1,7,2,4,1,7,长期照护）。一般规则为12个月。例外规则规定选择长期照护附加责任时调整为24个月。例外限制规定同时选择费用垫付责任才按18个月处理。案件上下文显示选 || 月处理。案件上下文显示选择了长期照护但未选择费用垫付，故适用例外规则中的24个月，排除OPTION_B（基础保障）和OPTION_C（费用垫付情形）,长期照护）。一般规则为12个月。例外规则规定选择长期照护附加责任时调整为24个月。例外限制规定同时选择费用垫付责任才按18个月处理。案件上下文显示选 || 月处理。案件上下文显示选择了长期照护但未选择费用垫付，故适用例外规则中的24个月，排除OPTION_B（基础保障）和OPTION_C（费用垫付情形）
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_FORMAL_POLICY,SELECTED,OPTION_A,CAND_003,24,根据formal_policy，事实为long_term_care_addon_selected=true且expense_advance_selected=false。规则E34_LONG_TERM_CARE_EXTENSION（优先级250）条件完全匹配，允许值为'24'。规则E34_BASIC_TERM和E34_EXPENSE_ADVANCE_RULE,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3187,json_schema,1649,93,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""根据formal_policy，事实为long_term_care_addon_selected=true且expense_advance_selected=false。规则E34_LONG_TERM_CARE_EXTENSION（优先级250）条件完全匹配，允许值为'24'。规则E34_BASIC_TERM和E34_EXPENSE_ADVANCE_RULE""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,1,3,0,7,1,3,0,7,M_CARE_EXTENSION（优先级250）条件完全匹配，允许值为'24'。规则E34_BASIC_TERM和E34_EXPENSE_ADVAN,M_CARE_EXTENSION（优先级250）条件完全匹配，允许值为'24'。规则E34_BASIC_TERM和E34_EXPENSE_ADVAN
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_A,CAND_003,24,硬门禁：规则E34_LONG_TERM_CARE_EXTENSION唯一允许值=['24']，唯一存活候选直接选择,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,0,formal_policy_hard_gate,0,0,,,True,E34_LONG_TERM_CARE_EXTENSION,24,1,DETERMINISTIC_SELECT,False,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,E34_LONG_TERM_CARE_EXTENSION唯一允许值=['24']，唯一存活候选直接选择,E34_LONG_TERM_CARE_EXTENSION唯一允许值=['24']，唯一存活候选直接选择
test,E34,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_DESCRIPTION,SELECTED,OPTION_A,CAND_003,24,文档DOC_E34_TERMS生效日期为2026-08-01，覆盖案件时间。根据第五条投保记录勾选长期照护附加责任，第三条例外规则规定选择该责任时期限调整为24个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制不适用（即不执行18个月规则）。依据第七条目标数值需综合判断，最终适用长期照护附加责任的24个月期限。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3662,json_schema,969,123,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E34_TERMS生效日期为2026-08-01，覆盖案件时间。根据第五条投保记录勾选长期照护附加责任，第三条例外规则规定选择该责任时期限调整为24个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制不适用（即不执行18个月规则）。依据第七条目标数值需综合判断，最终适用长期照护附加责任的24个月期限。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,4,1,7,2,4,1,7,条投保记录勾选长期照护附加责任，第三条例外规则规定选择该责任时期限调整为24个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制不适用（即不执 || 18个月规则）。依据第七条目标数值需综合判断，最终适用长期照护附加责任的24个月期限。,条投保记录勾选长期照护附加责任，第三条例外规则规定选择该责任时期限调整为24个月。第六条核保确认未选择费用垫付责任，因此第四条例外限制不适用（即不执 || 18个月规则）。依据第七条目标数值需综合判断，最终适用长期照护附加责任的24个月期限。
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,DIRECT_FREE,SELECTED,OPTION_C,CAND_001,18,文档DOC_E35_TERMS生效日期为2026-08-01，满足适用条件（投保时间隐含在条款发布后）。被保险人年龄58周岁<=60周岁，满足第五条例外规则中的年龄限制。根据第三条，选择癌症门诊扩展责任时期限为18个月；第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判断结果为18个月。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3322,json_schema,703,116,stop,"{
  ""abstain"": false,
  ""value"": ""18"",
  ""reason"": ""文档DOC_E35_TERMS生效日期为2026-08-01，满足适用条件（投保时间隐含在条款发布后）。被保险人年龄58周岁<=60周岁，满足第五条例外规则中的年龄限制。根据第三条，选择癌症门诊扩展责任时期限为18个月；第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判断结果为18个月。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,2,6,2,8,2,6,2,8,满足第五条例外规则中的年龄限制。根据第三条，选择癌症门诊扩展责任时期限为18个月；第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判断结果 || 月；第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判断结果为18个月。,满足第五条例外规则中的年龄限制。根据第三条，选择癌症门诊扩展责任时期限为18个月；第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判断结果 || 月；第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判断结果为18个月。
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,VALUE_ENUM,SELECTED,OPTION_C,CAND_001,18,根据DOC_E35_TERMS第三条，选择癌症门诊扩展责任时保险期限为18个月；第七条确认被保险人年龄58周岁（满足第五条不超过60周岁的条件）且未选境外就医责任（不触发第四条24个月规则）。综合判定适用值为18。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,2703,json_schema,707,89,stop,"{
  ""abstain"": false,
  ""value"": ""18"",
  ""reason"": ""根据DOC_E35_TERMS第三条，选择癌症门诊扩展责任时保险期限为18个月；第七条确认被保险人年龄58周岁（满足第五条不超过60周岁的条件）且未选境外就医责任（不触发第四条24个月规则）。综合判定适用值为18。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,2,5,0,12,2,5,0,12,根据DOC_E35_TERMS第三条，选择癌症门诊扩展责任时保险期限为18个月；第七条确认被保险人年龄58周岁（满足第五条不超过60周岁的条件）且 || 的条件）且未选境外就医责任（不触发第四条24个月规则）。综合判定适用值为18。,根据DOC_E35_TERMS第三条，选择癌症门诊扩展责任时保险期限为18个月；第七条确认被保险人年龄58周岁（满足第五条不超过60周岁的条件）且 || 的条件）且未选境外就医责任（不触发第四条24个月规则）。综合判定适用值为18。
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_VALUE_ONLY,SELECTED,OPTION_C,CAND_001,18,根据文档DOC_E35_TERMS，一般规则（第二条）规定未选扩展责任期限为12个月；例外规则（第三条）规定选择癌症门诊扩展责任时调整为18个月；组合规则（第四条）规定同时选择癌症和境外就医为24个月。第五条限制延长期限仅适用于被保险人年龄不超过60周岁。案件补充确认显示：1. 选择了癌症门诊扩展责任；2. 未选择境外就医责任；3. 被保险人58周岁（满足<,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3868,json_schema,799,135,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""根据文档DOC_E35_TERMS，一般规则（第二条）规定未选扩展责任期限为12个月；例外规则（第三条）规定选择癌症门诊扩展责任时调整为18个月；组合规则（第四条）规定同时选择癌症和境外就医为24个月。第五条限制延长期限仅适用于被保险人年龄不超过60周岁。案件补充确认显示：1. 选择了癌症门诊扩展责任；2. 未选择境外就医责任；3. 被保险人58周岁（满足<""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,1,3,0,7,1,3,0,7,展责任期限为12个月；例外规则（第三条）规定选择癌症门诊扩展责任时调整为18个月；组合规则（第四条）规定同时选择癌症和境外就医为24个月。第五条限制,展责任期限为12个月；例外规则（第三条）规定选择癌症门诊扩展责任时调整为18个月；组合规则（第四条）规定同时选择癌症和境外就医为24个月。第五条限制
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_FORMAL_OPERATION,SELECTED,OPTION_C,CAND_001,18,根据文档DOC_E35_TERMS：1. 被保险人勾选癌症门诊扩展责任（第三条），基础期限应为18个月；2. 未选择境外就医责任，不触发第四条组合规则（24个月）；3. 被保险人年龄58周岁，满足第五条延长期限的年龄限制（不超过60周岁）。综上，保险期限应确定为18个月。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3457,json_schema,1275,111,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""根据文档DOC_E35_TERMS：1. 被保险人勾选癌症门诊扩展责任（第三条），基础期限应为18个月；2. 未选择境外就医责任，不触发第四条组合规则（24个月）；3. 被保险人年龄58周岁，满足第五条延长期限的年龄限制（不超过60周岁）。综上，保险期限应确定为18个月。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,2,2,0,6,2,2,0,6,_TERMS：1. 被保险人勾选癌症门诊扩展责任（第三条），基础期限应为18个月；2. 未选择境外就医责任，不触发第四条组合规则（24个月）；3.  || ，满足第五条延长期限的年龄限制（不超过60周岁）。综上，保险期限应确定为18个月。,_TERMS：1. 被保险人勾选癌症门诊扩展责任（第三条），基础期限应为18个月；2. 未选择境外就医责任，不触发第四条组合规则（24个月）；3.  || ，满足第五条延长期限的年龄限制（不超过60周岁）。综上，保险期限应确定为18个月。
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_FORMAL_POLICY,SELECTED,OPTION_C,CAND_001,18,根据文档DOC_E35_TERMS及formal_policy：事实为选择癌症门诊扩展责任(cancer_outpatient_extension_selected=true)、未选择境外就医(overseas_medical_selected=false)、年龄58周岁(insured_age=58)。规则E35_CANCER_OUTPATIENT_EXP,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3311,json_schema,1857,94,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""根据文档DOC_E35_TERMS及formal_policy：事实为选择癌症门诊扩展责任(cancer_outpatient_extension_selected=true)、未选择境外就医(overseas_medical_selected=false)、年龄58周岁(insured_age=58)。规则E35_CANCER_OUTPATIENT_EXP""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,0,0,0,0,0,0,0,0,,
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_C,CAND_001,18,硬门禁：规则E35_CANCER_OUTPATIENT_EXTENSION唯一允许值=['18']，唯一存活候选直接选择,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,0,formal_policy_hard_gate,0,0,,,True,E35_CANCER_OUTPATIENT_EXTENSION,18,1,DETERMINISTIC_SELECT,False,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,_CANCER_OUTPATIENT_EXTENSION唯一允许值=['18']，唯一存活候选直接选择,_CANCER_OUTPATIENT_EXTENSION唯一允许值=['18']，唯一存活候选直接选择
test,E35,CROSS_SENTENCE_SCOPE,3,20260822,OPTION_DESCRIPTION,SELECTED,OPTION_C,CAND_001,18,文档DOC_E35_TERMS生效日期为2026-08-01，适用于本案。被保险人年龄58周岁（满足第五条不超过60周岁的条件），选择了癌症门诊扩展责任（第三条适用），且未选择境外就医责任（第四条不适用）。根据一般规则与例外优先级，应适用第三条规定的18个月。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3024,json_schema,1001,102,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""文档DOC_E35_TERMS生效日期为2026-08-01，适用于本案。被保险人年龄58周岁（满足第五条不超过60周岁的条件），选择了癌症门诊扩展责任（第三条适用），且未选择境外就医责任（第四条不适用）。根据一般规则与例外优先级，应适用第三条规定的18个月。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,1,0,1,1,1,0,外就医责任（第四条不适用）。根据一般规则与例外优先级，应适用第三条规定的18个月。,外就医责任（第四条不适用）。根据一般规则与例外优先级，应适用第三条规定的18个月。
test,E14,TEMPORAL_VERSION,4,20260823,DIRECT_FREE,SELECTED,OPTION_C,CAND_002,62,核保受理日为2026年8月20日，处于DOC_E14_CURRENT（2026-08-01至2026-08-31）生效期内。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，受理日在修订生效前的申请适用旧版条款。因此最高投保年龄为62周岁。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3777,json_schema,1048,137,stop,"{
  ""abstain"": false,
  ""value"": ""62"",
  ""reason"": ""核保受理日为2026年8月20日，处于DOC_E14_CURRENT（2026-08-01至2026-08-31）生效期内。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，受理日在修订生效前的申请适用旧版条款。因此最高投保年龄为62周岁。""
}",,,,,,True,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,TURE第三条，受理日在修订生效前的申请适用旧版条款。因此最高投保年龄为62周岁。,TURE第三条，受理日在修订生效前的申请适用旧版条款。因此最高投保年龄为62周岁。
test,E14,TEMPORAL_VERSION,4,20260823,VALUE_ENUM,SELECTED,OPTION_C,CAND_002,62,核保受理日为2026年8月20日，处于DOC_E14_CURRENT（2026-08-01至2026-08-31）生效期内。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，尚未生效。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本为准，故适用最高投保年龄为62周岁。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3776,json_schema,1052,137,stop,"{
  ""abstain"": false,
  ""value"": ""62"",
  ""reason"": ""核保受理日为2026年8月20日，处于DOC_E14_CURRENT（2026-08-01至2026-08-31）生效期内。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，尚未生效。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本为准，故适用最高投保年龄为62周岁。""
}",,,,,,True,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,E14_FUTURE第三条，应以受理日有效版本为准，故适用最高投保年龄为62周岁。,E14_FUTURE第三条，应以受理日有效版本为准，故适用最高投保年龄为62周岁。
test,E14,TEMPORAL_VERSION,4,20260823,OPTION_VALUE_ONLY,SELECTED,OPTION_C,CAND_002,62,核保受理日为2026年8月20日，处于DOC_E14_CURRENT（2026-08-01至2026-08-31）生效期内。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，未满足条件。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应适用受理日有效版本（即DOC_E14_CURRENT），其一般规则规定最高为,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4023,json_schema,1144,140,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""核保受理日为2026年8月20日，处于DOC_E14_CURRENT（2026-08-01至2026-08-31）生效期内。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，未满足条件。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应适用受理日有效版本（即DOC_E14_CURRENT），其一般规则规定最高为""
}",,,,,,True,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,0,0,0,0,0,0,0,0,,
test,E14,TEMPORAL_VERSION,4,20260823,OPTION_FORMAL_OPERATION,SELECTED,OPTION_C,CAND_002,62,案件核保受理日为2026年8月20日。DOC_E14_CURRENT（生效2026-08-01至2026-08-31）在受理日有效，规定最高投保年龄为62周岁。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，晚于受理日，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，不适用新条款。因此当前适用版本为DOC_E,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4310,json_schema,1617,145,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件核保受理日为2026年8月20日。DOC_E14_CURRENT（生效2026-08-01至2026-08-31）在受理日有效，规定最高投保年龄为62周岁。DOC_E14_FUTURE虽已发布但生效日为2026-09-01，晚于受理日，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，不适用新条款。因此当前适用版本为DOC_E""
}",,,,,,True,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,1,0,0,1,1,0,0,1,26-08-01至2026-08-31）在受理日有效，规定最高投保年龄为62周岁。DOC_E14_FUTURE虽已发布但生效日为2026-09-01,26-08-01至2026-08-31）在受理日有效，规定最高投保年龄为62周岁。DOC_E14_FUTURE虽已发布但生效日为2026-09-01
test,E14,TEMPORAL_VERSION,4,20260823,OPTION_FORMAL_POLICY,SELECTED,OPTION_C,CAND_002,62,"核保受理日2026-08-20在DOC_E14_CURRENT生效期[2026-08-01, 2026-08-31]内，且非团体转入例外。根据formal_policy规则E14_CURRENT_EFFECTIVE_VERSION（优先级300），适用最高投保年龄62。OPTION_C提供新值62，符合规则。",OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,3751,json_schema,2087,121,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""核保受理日2026-08-20在DOC_E14_CURRENT生效期[2026-08-01, 2026-08-31]内，且非团体转入例外。根据formal_policy规则E14_CURRENT_EFFECTIVE_VERSION（优先级300），适用最高投保年龄62。OPTION_C提供新值62，符合规则。""
}",,,,,,True,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,2,2,0,6,2,2,0,6,T_EFFECTIVE_VERSION（优先级300），适用最高投保年龄62。OPTION_C提供新值62，符合规则。 || SION（优先级300），适用最高投保年龄62。OPTION_C提供新值62，符合规则。,T_EFFECTIVE_VERSION（优先级300），适用最高投保年龄62。OPTION_C提供新值62，符合规则。 || SION（优先级300），适用最高投保年龄62。OPTION_C提供新值62，符合规则。
test,E14,TEMPORAL_VERSION,4,20260823,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_C,CAND_002,62,硬门禁：规则E14_CURRENT_EFFECTIVE_VERSION唯一允许值=['62']，唯一存活候选直接选择,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,0,formal_policy_hard_gate,0,0,,,True,E14_CURRENT_EFFECTIVE_VERSION,62,1,DETERMINISTIC_SELECT,False,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,14_CURRENT_EFFECTIVE_VERSION唯一允许值=['62']，唯一存活候选直接选择,14_CURRENT_EFFECTIVE_VERSION唯一允许值=['62']，唯一存活候选直接选择
test,E14,TEMPORAL_VERSION,4,20260823,OPTION_DESCRIPTION,SELECTED,OPTION_C,CAND_002,62,案件核保受理日为2026年8月20日，DOC_E14_CURRENT（夏季现行版）生效期为2026-08-01至2026-08-31，覆盖该日期；DOC_E14_FUTURE（九月修订版）生效日为2026-09-01，未覆盖。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本为准，即夏季现行版。虽然存在团体转入可,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4293,json_schema,1347,145,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件核保受理日为2026年8月20日，DOC_E14_CURRENT（夏季现行版）生效期为2026-08-01至2026-08-31，覆盖该日期；DOC_E14_FUTURE（九月修订版）生效日为2026-09-01，未覆盖。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本为准，即夏季现行版。虽然存在团体转入可""
}",,,,,,True,CAND_002,62,True,SUCCESS,HIGH,最终动作与Oracle一致,0,0,0,0,0,0,0,0,,
test,E15,TEMPORAL_VERSION,4,20260823,DIRECT_FREE,SELECTED,OPTION_C,CAND_003,64,投保申请于2026年7月20日进入核保流程，适用DOC_E15_JULY（生效2026-07-01至2026-07-31），其一般规则规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效，但明确排除8月1日前已进入核保流程的申请。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,3412,json_schema,1044,120,stop,"{
  ""abstain"": false,
  ""value"": ""64"",
  ""reason"": ""投保申请于2026年7月20日进入核保流程，适用DOC_E15_JULY（生效2026-07-01至2026-07-31），其一般规则规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效，但明确排除8月1日前已进入核保流程的申请。""
}",,,,,,True,CAND_003,64,True,SUCCESS,HIGH,最终动作与Oracle一致,1,0,1,-2,1,0,1,-2,026-07-01至2026-07-31），其一般规则规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效，但明确排除8月1日前,026-07-01至2026-07-31），其一般规则规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效，但明确排除8月1日前
