event_id,split,semantic_type,domain,title,case_context,subject_label,predicate_label,value_kind,allowed_min,allowed_max,document_ids,source_owl,source_url,retrieved_at,status,notes,lexical_status,support_status,semantic_support,support_adjudication_method,support_checked_before_model_run,support_gate_version
EXT_E098,external,TEMPORAL_VERSION,eu_regulation,entry insertion marker,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: entry insertion marker` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: entry insertion marker,entry status,literal_string,,,EXT3_DOC_098_OLD|EXT3_DOC_098_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:28.424150+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E099,external,TEMPORAL_VERSION,eu_regulation,cross-annex scope,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: cross-annex scope` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: cross-annex scope,scope rule,literal_string,,,EXT3_DOC_099_OLD|EXT3_DOC_099_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.945774+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E100,external,TEMPORAL_VERSION,us_regulation,SEC Form 8-K Item 1.05 disclosure,"Assess the current normative representation for `Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC Form 8-K Item 1.05 disclosure` using the cited official public source.","Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC Form 8-K Item 1.05 disclosure",disclosure deadline,literal_string,,,EXT3_DOC_100_OLD|EXT3_DOC_100_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:28.508528+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E101,external,TEMPORAL_VERSION,us_regulation,SEC national-security disclosure delay,"Assess the current normative representation for `Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC national-security disclosure delay` using the cited official public source.","Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC national-security disclosure delay",delay exception,literal_string,,,EXT3_DOC_101_OLD|EXT3_DOC_101_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T14:24:35.127094+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E102,external,TEMPORAL_VERSION,us_regulation,SEC Regulation S-K Item 106 process disclosure,"Assess the current normative representation for `Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC Regulation S-K Item 106 process disclosure` using the cited official public source.","Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC Regulation S-K Item 106 process disclosure",process disclosure,literal_string,,,EXT3_DOC_102_OLD|EXT3_DOC_102_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:28.581697+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E103,external,TEMPORAL_VERSION,us_regulation,SEC material impact scope,"Assess the current normative representation for `Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC material impact scope` using the cited official public source.","Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC material impact scope",impact scope,literal_string,,,EXT3_DOC_103_OLD|EXT3_DOC_103_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:28.619767+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E104,external,TEMPORAL_VERSION,us_regulation,SEC governance disclosure,"Assess the current normative representation for `Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC governance disclosure` using the cited official public source.","Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC governance disclosure",governance rule,literal_string,,,EXT3_DOC_104_OLD|EXT3_DOC_104_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:28.656872+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E105,external,TEMPORAL_VERSION,us_regulation,SEC annual strategy disclosure,"Assess the current normative representation for `Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC annual strategy disclosure` using the cited official public source.","Cybersecurity Risk Management, Strategy, Governance, and Incident Disclosure rules :: SEC annual strategy disclosure",annual disclosure,literal_string,,,EXT3_DOC_105_OLD|EXT3_DOC_105_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:28.690407+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E106,external,TEMPORAL_VERSION,us_regulation,EPA lead action level,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA lead action level` using the cited official public source.,Lead and Copper Rule Improvements :: EPA lead action level,action level,literal_string,,,EXT3_DOC_106_OLD|EXT3_DOC_106_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T13:59:28.816438+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E107,external,TEMPORAL_VERSION,us_regulation,EPA copper action level,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA copper action level` using the cited official public source.,Lead and Copper Rule Improvements :: EPA copper action level,action level,literal_string,,,EXT3_DOC_107_OLD|EXT3_DOC_107_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T13:59:28.839286+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E108,external,TEMPORAL_VERSION,us_regulation,EPA public education trigger,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA public education trigger` using the cited official public source.,Lead and Copper Rule Improvements :: EPA public education trigger,notification trigger,literal_string,,,EXT3_DOC_108_OLD|EXT3_DOC_108_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T13:59:28.864869+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E109,external,TEMPORAL_VERSION,us_regulation,EPA 2024 LCRI scope,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA 2024 LCRI scope` using the cited official public source.,Lead and Copper Rule Improvements :: EPA 2024 LCRI scope,scope rule,literal_string,,,EXT3_DOC_109_OLD|EXT3_DOC_109_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T13:59:28.886226+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E110,external,TEMPORAL_VERSION,us_regulation,EPA 2021 LCRR school and childcare scope,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA 2021 LCRR school and childcare scope` using the cited official public source.,Lead and Copper Rule Improvements :: EPA 2021 LCRR school and childcare scope,scope rule,literal_string,,,EXT3_DOC_110_OLD|EXT3_DOC_110_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T14:24:35.161851+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E111,external,TEMPORAL_VERSION,us_regulation,EPA service-line inventory requirement,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA service-line inventory requirement` using the cited official public source.,Lead and Copper Rule Improvements :: EPA service-line inventory requirement,inventory rule,literal_string,,,EXT3_DOC_111_OLD|EXT3_DOC_111_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T13:59:28.929018+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E112,external,TEMPORAL_VERSION,us_regulation,EPA lead service-line replacement,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA lead service-line replacement` using the cited official public source.,Lead and Copper Rule Improvements :: EPA lead service-line replacement,replacement rule,literal_string,,,EXT3_DOC_112_OLD|EXT3_DOC_112_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T14:24:35.186165+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E113,external,TEMPORAL_VERSION,us_regulation,EPA tap sampling scope,Assess the current normative representation for `Lead and Copper Rule Improvements :: EPA tap sampling scope` using the cited official public source.,Lead and Copper Rule Improvements :: EPA tap sampling scope,sampling scope,literal_string,,,EXT3_DOC_113_OLD|EXT3_DOC_113_NEW,,https://www.gpo.gov/fdsys/pkg/FR-2007-10-10/pdf/E7-19432.pdf,2026-08-27T13:59:28.984364+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E114,external,TEMPORAL_VERSION,cybersecurity_controls,CSF 2.0 Govern function,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 Govern function` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 Govern function,core function,literal_string,,,EXT3_DOC_114_OLD|EXT3_DOC_114_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.020038+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E115,external,TEMPORAL_VERSION,cybersecurity_controls,CSF 2.0 all-organization scope,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 all-organization scope` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 all-organization scope,scope,literal_string,,,EXT3_DOC_115_OLD|EXT3_DOC_115_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.039155+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E116,external,TEMPORAL_VERSION,cybersecurity_controls,CSF 2.0 supply-chain emphasis,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 supply-chain emphasis` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 supply-chain emphasis,emphasis,literal_string,,,EXT3_DOC_116_OLD|EXT3_DOC_116_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.048722+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E117,external,TEMPORAL_VERSION,cybersecurity_controls,CSF 2.0 profile resources,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 profile resources` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 profile resources,resource status,literal_string,,,EXT3_DOC_117_OLD|EXT3_DOC_117_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.059084+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E118,external,TEMPORAL_VERSION,cybersecurity_controls,CSF 2.0 quick-start guides,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 quick-start guides` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 quick-start guides,resource status,literal_string,,,EXT3_DOC_118_OLD|EXT3_DOC_118_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.081350+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E119,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 informative references,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 informative references` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 informative references,mapping status,literal_string,,,EXT3_DOC_119_OLD|EXT3_DOC_119_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T14:27:22.107871+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E120,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 reference tool,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 reference tool` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 reference tool,tool status,literal_string,,,EXT3_DOC_120_OLD|EXT3_DOC_120_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.109744+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E121,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 enterprise risk framing,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 enterprise risk framing` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 enterprise risk framing,scope,literal_string,,,EXT3_DOC_121_OLD|EXT3_DOC_121_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.121282+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E122,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 small-business audience,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 small-business audience` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 small-business audience,audience,literal_string,,,EXT3_DOC_122_OLD|EXT3_DOC_122_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.132486+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E123,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 core guidance update,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 core guidance update` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 core guidance update,core status,literal_string,,,EXT3_DOC_123_OLD|EXT3_DOC_123_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.142074+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E124,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF governance decision-making,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF governance decision-making` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF governance decision-making,governance rule,literal_string,,,EXT3_DOC_124_OLD|EXT3_DOC_124_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.151737+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E125,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 lifecycle functions,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 lifecycle functions` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 lifecycle functions,function scope,literal_string,,,EXT3_DOC_125_OLD|EXT3_DOC_125_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.162070+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E126,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF 2.0 translations,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF 2.0 translations` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF 2.0 translations,resource status,literal_string,,,EXT3_DOC_126_OLD|EXT3_DOC_126_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T14:24:35.246624+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E127,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF AI quick-start draft,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF AI quick-start draft` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF AI quick-start draft,draft resource,literal_string,,,EXT3_DOC_127_OLD|EXT3_DOC_127_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T14:24:35.258061+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E128,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF informative-reference mappings,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF informative-reference mappings` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF informative-reference mappings,mapping scope,literal_string,,,EXT3_DOC_128_OLD|EXT3_DOC_128_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.189415+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E129,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF profiles templates,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF profiles templates` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF profiles templates,profile scope,literal_string,,,EXT3_DOC_129_OLD|EXT3_DOC_129_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.209656+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E130,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF non-critical-infrastructure applicability,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF non-critical-infrastructure applicability` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF non-critical-infrastructure applicability,scope,literal_string,,,EXT3_DOC_130_OLD|EXT3_DOC_130_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.224465+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E131,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF enterprise-risk-manager pathway,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF enterprise-risk-manager pathway` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF enterprise-risk-manager pathway,audience,literal_string,,,EXT3_DOC_131_OLD|EXT3_DOC_131_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.235092+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E132,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF supply-chain pathway,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF supply-chain pathway` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF supply-chain pathway,audience,literal_string,,,EXT3_DOC_132_OLD|EXT3_DOC_132_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T13:59:29.254582+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E133,external,GENERAL_RULE_EXCEPTION,cybersecurity_controls,CSF continuous improvement framing,Assess the current normative representation for `Cybersecurity Framework 2.0 :: CSF continuous improvement framing` using the cited official public source.,Cybersecurity Framework 2.0 :: CSF continuous improvement framing,process rule,literal_string,,,EXT3_DOC_133_OLD|EXT3_DOC_133_NEW,,https://doi.org/10.6028/NIST.CSWP.29,2026-08-27T14:29:12.302048+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E134,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework 1.1 update status,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework 1.1 update status` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework 1.1 update status,version status,literal_string,,,EXT3_DOC_134_OLD|EXT3_DOC_134_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.301579+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E136,external,GENERAL_RULE_EXCEPTION,privacy_framework,PF 1.0 to PF 1.1 mapping,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: PF 1.0 to PF 1.1 mapping` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: PF 1.0 to PF 1.1 mapping,mapping status,literal_string,,,EXT3_DOC_136_OLD|EXT3_DOC_136_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.331498+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E137,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework public comment period,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework public comment period` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework public comment period,comment status,literal_string,,,EXT3_DOC_137_OLD|EXT3_DOC_137_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T14:29:12.377975+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E139,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework current risk needs,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework current risk needs` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework current risk needs,scope,literal_string,,,EXT3_DOC_139_OLD|EXT3_DOC_139_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.364956+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E140,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy data-governance profile workshop,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy data-governance profile workshop` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy data-governance profile workshop,profile status,literal_string,,,EXT3_DOC_140_OLD|EXT3_DOC_140_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.375888+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E141,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework IPD resource bundle,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework IPD resource bundle` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework IPD resource bundle,resource status,literal_string,,,EXT3_DOC_141_OLD|EXT3_DOC_141_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.386435+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E142,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework core category trace,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework core category trace` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework core category trace,mapping status,literal_string,,,EXT3_DOC_142_OLD|EXT3_DOC_142_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.398105+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E144,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework living-tool scope,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework living-tool scope` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework living-tool scope,scope,literal_string,,,EXT3_DOC_144_OLD|EXT3_DOC_144_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T14:29:12.437724+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E145,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework stakeholder response,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework stakeholder response` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework stakeholder response,change basis,literal_string,,,EXT3_DOC_145_OLD|EXT3_DOC_145_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.431323+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E146,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework update project timeline,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework update project timeline` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework update project timeline,timeline,literal_string,,,EXT3_DOC_146_OLD|EXT3_DOC_146_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.441904+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E147,external,GENERAL_RULE_EXCEPTION,privacy_framework,Privacy Framework and CSF joint use,Assess the current normative representation for `Privacy Framework 1.1 Initial Public Draft :: Privacy Framework and CSF joint use` using the cited official public source.,Privacy Framework 1.1 Initial Public Draft :: Privacy Framework and CSF joint use,scope,literal_string,,,EXT3_DOC_147_OLD|EXT3_DOC_147_NEW,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.40.ipd.pdf,2026-08-27T13:59:29.452385+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
